Keyword;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Mar 2025;Searches: Apr 2025;Searches: May 2025;Searches: Jun 2025;Searches: Jul 2025;Searches: Aug 2025;Searches: Sep 2025;Searches: Oct 2025;Searches: Nov 2025;Searches: Dec 2025;Searches: Jan 2026;Searches: Feb 2026
farol polo gts;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira cobalt 2013;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol astra 2000;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira l200 triton;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol de milha hb20 2015;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol d20;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do astra 2008;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do celta 2008;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol de milha gol g8;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2019;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol de led para caminhão;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol onix 2019;50;∞;0%;Alto;75;;;;;;;;;;;;;;;;;;;
farol new beetle 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol palio 2005;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol uno mille;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiat bravo;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol de milha jeep renegade;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira onix lt 2019 original;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol palio 2004;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol vectra 2008;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
centro estetico automotivo;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol citroen c3;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do corsa;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol sandero 2013;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol f4000;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol s10 2017;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol mascara negra celta;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol de milha quadrado;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
xenon h11 6000k;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiesta 2006;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol s10;50;∞;0%;Baixo;29;;;;;;;;;;;;;;;;;;;
farol montana 2010;50;0%;0%;Médio;43;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2014;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol silverado;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do corsa frente montana;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol astra 2003;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol gol g3 foco duplo;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol mascara negra gol g5;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol onix;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira para caminhão;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol gol g2 foco duplo;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol e cia;50;∞;0%;Baixo;14;;;;;;;;;;;;;;;;;;;
farol de milha renegade;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol de milha palio 97;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa classic;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol palio 2000;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farois;50;0%;-90%;Médio;44;;;;;;;;;;;;;;;;;;;
farol honda fit 2004;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol mercedes c180;50;0%;0%;Alto;80;;;;;;;;;;;;;;;;;;;
lanterna traseira strada 2015;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol de milha argo;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiat uno;50;0%;0%;Médio;43;;;;;;;;;;;;;;;;;;;
farol c3 2011;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol ford ka;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
led para farol;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do fusca;50;0%;0%;Médio;33;;;;;;;;;;;;;;;;;;;
farol de milha do gol g5;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2014;50;0%;∞;Médio;57;;;;;;;;;;;;;;;;;;;
lanterna traseira led;50;0%;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
farol jeep compass 2022;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do vectra 2000;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol iveco daily;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol renegade 2021;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol constellation;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiat toro;50;∞;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
farol clio 2011;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol de milha polo 2020;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol da hilux 2022;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol led jeep renegade;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do astra;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol montana 2014;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol celta 2002;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol de milha fiat pulse;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol astra 2009;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol da porsche original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol uno way 2012;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol honda fit 2007;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol saveiro g4;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol auxiliar para moto;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fox 2009;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol azera 2011;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna randon led;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol gol g4 original;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol milha;50;0%;0%;Alto;80;;;;;;;;;;;;;;;;;;;
farol de moto;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiorino 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol i30 2010;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ranger 2011;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol ecosport 2005;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira de led para caminhão;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol onix 2020;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol logan 2011;50;∞;0%;Alto;67;;;;;;;;;;;;;;;;;;;
lanterna traseira amarok;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol saveiro g3;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol ford ka 2019;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol de milha creta 2021;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol gol g6 foco duplo;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira fiat toro original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna corsa hatch;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol corolla 2004;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol de milha palio 2008;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol celta 2001;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol prisma 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
limpeza estetica automotiva;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fox 2008;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira renault kwid original;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira fiat toro;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira do jeep compass;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol mascara negra corsa montana;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do polo 2003;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol hilux 2010;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol punto 2013;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol gol g4 arteb;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio attractive 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira montana 2010;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol f350;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol punto 2010;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol amarok v6;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol de milha celta 2010;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol de led moto;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira hilux 2022;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira siena 2010;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
produtos para estética automotiva atacado;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
led farol;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol de milha do celta;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol montana 2015;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol onix 2018;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol volvo fh;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do palio 2001;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol redondo de led;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna punto 2013;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol jeep;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol de milha hb20 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol hb20 2016;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol do celta 2005;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira do palio 97;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiat stilo;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do vectra 97;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fox 2012;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira logan 2008;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol c3;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira ford ka 2015;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol corsa 2001;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
estética automotiva mais próxima;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol spin 2013;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol de milha fusca;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol hb20 2013;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira carreta;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol argo;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol mustang ranger;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira hilux 2021;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol iveco stralis;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol porsche panamera;50;0%;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
farol scania 113;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol olho de boi;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira jeep renegade 2021;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol agile 2010;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ford ka 2018;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
centro de estética automotiva;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira gol g6;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol uno vivace 2012;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol corolla 2012;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol de milha onix 2022;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
estética veicular;50;∞;0%;Alto;67;;;;;;;;;;;;;;;;;;;
lanterna led carreta;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira punto 2014;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol astra 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
barra de led para farol;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol de milha do gol g3;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol palio attractive 2013;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ford ka 2011;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira do prisma 2015;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2022;50;∞;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
farol led 7 polegadas;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol cb 300;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol milha gol g4;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
recuperação de farol preço;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
loja de produtos estetica automotiva;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ford ka 2010;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol sprinter 313;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol gol g8;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol de milha onix 2020;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do palio 2003;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farois e lanternas;50;0%;0%;Médio;50;;;;;;;;;;;;;;;;;;;
farol strada 2010;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira guerra;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do corsa classic;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol de milha palio 2010;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do palio 2007;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol uno 96;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do fiesta 2005;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol prisma 2015;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira voyage g5;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira lifan x60;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol monza tubarão;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira ford ka 2018;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol hb20 2022;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2008;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira onix 2020;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
led para farol de milha;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do astra 2007;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol strada 2013;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol de milha do gol quadrado;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol olho de boi fusca;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol corolla 2010;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol de led para fusca;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol hilux;50;0%;0%;Alto;86;;;;;;;;;;;;;;;;;;;
lanterna traseira hilux 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol veloster;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol golf mk4;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol f250 americana;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira jeep renegade;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira spacefox 2009;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
25441890;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
255409761r;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
260101473r;50;0%;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
260104572r;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
260105138r;50;∞;0%;Médio;43;;;;;;;;;;;;;;;;;;;
260107066r;50;0%;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
260107818r;50;0%;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
260602307r;50;0%;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
260602639r;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
260604469r;50;0%;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
260606604r;50;∞;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
260608389r;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
260609223r;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
260e07031r;50;∞;0%;Baixo;21;;;;;;;;;;;;;;;;;;;
261522756r;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
261525787r;50;∞;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
261a24985r;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
261a25161r;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
261a26385r;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
261a33779r;50;∞;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
261a35151r;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
263317695r;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
263319044r;50;0%;0%;Médio;43;;;;;;;;;;;;;;;;;;;
263362454r;50;∞;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
265504889r;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
265505617r;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
265506749r;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
265507403r;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
265509162r;50;∞;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
265552939r;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
265554694r;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
265558195r;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
265558281r;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
266008192r;50;0%;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
51766537;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
51795915;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
52139280;50;∞;∞;Médio;43;;;;;;;;;;;;;;;;;;;
52139281;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
52142402;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
52142403;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
52149814;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
52150618;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
5u7941007b;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
5u7941008b;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
93313894;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
94706509;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
94761787;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
abrir estetica automotiva;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
acquazero estética automotiva;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
alemão estetica automotiva;50;0%;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
amorim estética automotiva;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
amortecedor palio 2009;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
angel eyes farol;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
angel eyes farol moto;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
angel eyes hb20;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
angel eyes renegade;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
arteb é original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
audi a3 traseira;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
auto farol;50;0%;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
barra de led para caminhonete;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
barra estabilizadora gol g2;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
bella estética automotiva;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
berger estetica automotiva;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
blink estetica automotiva;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
bmw 320i traseira;50;∞;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
box 77 estética automotiva;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
box estetica automotiva;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
br estetica automotiva;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
br farois;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
brilho car estetica automotiva;50;∞;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
brima estetica automotiva;50;0%;0%;Baixo;4;;;;;;;;;;;;;;;;;;;
bruno estetica automotiva;50;0%;0%;Alto;86;;;;;;;;;;;;;;;;;;;
bsk estetica automotiva;50;∞;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
cabo de ignição;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
cadillac estetica;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
cadillac estetica automotiva;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
captur traseira;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
car boss estética automotiva;50;0%;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
car box estetica automotiva;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
car box estética automotiva;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
car estetica automotiva;50;∞;0%;Baixo;29;;;;;;;;;;;;;;;;;;;
car wash estetica automotiva;50;0%;0%;Baixo;5;;;;;;;;;;;;;;;;;;;
carros com farol escamoteavel;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
cb 300 com farol redondo;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
cb 300 farol redondo;50;∞;0%;Baixo;14;;;;;;;;;;;;;;;;;;;
celta com farol de milha;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
centro estetica automotiva;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
chicote lanterna traseira palio attractive;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
chicote lanterna traseira punto;50;∞;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
cia do farol;50;0%;-90%;Baixo;5;;;;;;;;;;;;;;;;;;;
cia dos faróis;50;0%;0%;Médio;39;;;;;;;;;;;;;;;;;;;
cibie chevette;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
cibie farois;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
cibie farol de milha;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
cibie gol quadrado;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
civic lanterna traseira;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
civic traseira;50;0%;0%;Médio;50;;;;;;;;;;;;;;;;;;;
classe a estetica automotiva;50;0%;0%;Baixo;4;;;;;;;;;;;;;;;;;;;
clean car estetica automotiva;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
club wash estética automotiva;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
cn1z13405k;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
